Loyalty#,cluster_behavior_agglomerative_ward,cluster_value_agglomerative_ward,agglomerative_ward_behavior_level,agglomerative_ward_value_level,agglomerative_ward_final_segment
275298,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275306,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275358,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275386,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275387,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
275413,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275442,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275446,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275531,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275637,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275670,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
275694,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275762,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275807,2,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
275846,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
275849,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
275933,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
275949,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
275954,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
276035,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276037,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276100,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276152,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276204,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276255,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276289,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276484,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
276494,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276648,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
276650,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276673,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276746,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276806,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
276931,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
276937,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
276947,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
276967,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
276990,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277025,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
277033,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277091,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277094,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277139,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277145,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
277188,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277281,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277285,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277341,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
277356,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
277367,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277370,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
277375,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277430,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
277494,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277565,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277587,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277594,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277607,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
277610,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277649,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277769,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
277783,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277788,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
277826,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
277855,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
277884,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
277910,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278013,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
278045,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
278054,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
278059,2,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
278164,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278213,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
278227,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
278307,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278345,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
278464,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
278539,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278568,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
278676,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278719,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
278815,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278822,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278836,0,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
278854,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278865,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278898,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278916,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278928,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
278932,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278983,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
278987,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
279221,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279231,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279380,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279408,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279409,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279419,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279430,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279468,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279580,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279634,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
279654,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279693,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279777,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279821,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279883,2,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
279919,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
279967,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280087,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280216,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280292,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280545,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280574,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280588,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280602,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
280603,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280641,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280659,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
280790,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
280796,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280822,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
280828,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
280864,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
280879,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
280895,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281032,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
281064,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281075,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281108,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
281118,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
281305,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281328,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281449,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281550,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281571,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281585,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281608,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281737,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
281777,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
281926,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
281952,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
281979,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
282041,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
282140,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
282181,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
282259,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
282472,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
282532,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
282542,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
282545,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
282678,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
282723,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
282759,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
282854,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
282872,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
282896,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
282930,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283066,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283110,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283122,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283133,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283290,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283314,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
283326,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283338,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
283358,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283437,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283654,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283709,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
283747,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283770,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
283807,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283822,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283929,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283980,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
283994,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284203,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284290,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284362,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284419,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
284442,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
284461,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284610,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284621,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284782,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284866,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284889,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
284892,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285074,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
285122,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285202,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
285220,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285335,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285386,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
285411,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285484,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285485,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
285579,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285631,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285636,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
285738,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
285767,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
285776,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285909,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
285938,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285942,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
285982,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286065,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286114,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286182,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
286225,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286262,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
286370,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286388,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
286551,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286611,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
286614,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
286636,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286641,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286718,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286883,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286927,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286942,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
286954,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286975,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
286989,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287023,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
287088,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287097,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287198,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287211,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
287212,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
287224,3,1,Low,Low,"Dormant / Low Value (Low value, Low engagement)"
287254,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
287266,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287343,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
287385,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
287414,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287591,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287593,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287690,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287750,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287799,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287927,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287942,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
287962,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
287979,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
288015,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
288112,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
288164,3,0,Low,High,"At-Risk VIPs (High value, Low engagement)"
288369,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
288384,1,2,High,Medium,"Potential Loyalists (Medium value, High engagement)"
288419,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
288451,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
288491,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
288500,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
288530,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
288612,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
288636,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
288735,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
288774,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
288776,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
289116,0,1,High,Low,"Deal Seekers (Low value, High engagement)"
289133,1,1,High,Low,"Deal Seekers (Low value, High engagement)"
